hsM	1	1	0
hsM	2	2	0
hsM	3	3	0
hsM	4	4	0
hsM	5	5	0.00009891
hsM	6	6	0
hsM	7	7	0
hsM	8	8	0.00007418
hsM	9	9	0.00029674
hsM	9	9	0.00004946
hsM	10	10	0.00056874
hsM	11	11	0.00004946
hsM	12	12	0.00007418
hsM	13	13	0
hsM	14	14	0.00012364
hsM	15	15	0
hsM	16	16	0.00101385
hsM	17	17	0
hsM	18	18	0.00002473
hsM	19	19	0
hsM	20	20	0
hsM	21	21	0
hsM	22	22	0.00002473
hsM	23	23	0.00004946
hsM	24	24	0
hsM	25	25	0
hsM	26	26	0.00022255
hsM	26	26	0.00009891
hsM	27	27	0
hsM	28	28	0
hsM	29	29	0
hsM	30	30	0
hsM	31	31	0
hsM	32	32	0
hsM	33	33	0.00004946
hsM	34	34	0.00002473
hsM	35	35	0.00012364
hsM	36	36	0.00012364
hsM	37	37	0
hsM	38	38	0
hsM	39	39	0.00004946
hsM	40	40	0
hsM	41	41	0.00207715
hsM	42	42	0.0001731
hsM	42	42	0.00007418
hsM	42	42	0.00004946
hsM	43	43	0.00002473
hsM	44	44	0.003091
hsM	44	44	0.00002473
hsM	45	45	0.00002473
hsM	46	46	0.00009891
hsM	46	46	0.00004946
hsM	47	47	0.00069238
hsM	48	48	0
hsM	49	49	0
hsM	50	50	0
hsM	51	51	0.00007418
hsM	52	52	0.00002473
hsM	53	53	0.00014837
hsM	53	53	0.00002473
hsM	54	54	0.00012364
hsM	54	54	0.00009891
hsM	54	54	0.00007418
hsM	55	55	0.00222552
hsM	55	55	0.00064293
hsM	55	55	0.00039565
hsM	55	55	0.00004946
hsM	55	55	0.00002473
hsM	56	56	0.00066766
hsM	56	56	0.00049456
hsM	56	56	0.00042038
hsM	56	56	0.0001731
hsM	56	56	0.00014837
hsM	56	56	0.00012364
hsM	56	56	0.00009891
hsM	57	57	0.00222552
hsM	57	57	0.00192878
hsM	57	57	0.00111276
hsM	57	57	0.00101385
hsM	57	57	0.00007418
hsM	58	58	0.00121167
hsM	58	58	0.00081602
hsM	58	58	0.00002473
hsM	59	59	0.00128586
hsM	60	60	0.00056874
hsM	60	60	0.00046983
hsM	60	60	0.00007418
hsM	61	61	0.00175569
hsM	61	61	0.0001731
hsM	61	61	0.00002473
hsM	62	62	0.00126113
hsM	62	62	0.00059347
hsM	62	62	0.00024728
hsM	63	63	0.00113749
hsM	63	63	0.00108803
hsM	63	63	0.00009891
hsM	63	63	0.00007418
hsM	63	63	0.00004946
hsM	64	64	0.02898121
hsM	64	64	0.00012364
hsM	64	64	0.00004946
hsM	65	65	0.00066766
hsM	65	65	0.00019782
hsM	65	65	0.00009891
hsM	65	65	0.00007418
hsM	66	66	0.00089021
hsM	66	66	0.00056874
hsM	66	66	0.00051929
hsM	66	66	0.00007418
hsM	67	67	0.00004946
hsM	67	67	0.00002473
hsM	68	68	0.00027201
hsM	69	69	0.00002473
hsM	70	70	0.0012364
hsM	71	71	0.00019782
hsM	71	71	0.00012364
hsM	72	72	0.01889219
hsM	72	72	0.00143422
hsM	72	72	0.00002473
hsM	73	73	0.7151088
hsM	73	73	0.00009891
hsM	73	73	0.00004946
hsM	74	74	0.00002473
hsM	75	75	0.00042038
hsM	75	75	0.0001731
hsM	76	76	0.00009891
hsM	77	77	0
hsM	78	78	0
hsM	79	79	0.00002473
hsM	80	80	0
hsM	81	81	0.00014837
hsM	81	81	0.00002473
hsM	82	82	0
hsM	83	83	0
hsM	84	84	0.00004946
hsM	85	85	0.00024728
hsM	86	86	0
hsM	87	87	0
hsM	88	88	0
hsM	89	89	0.00437685
hsM	90	90	0.00019782
hsM	91	91	0.0001731
hsM	92	92	0.0024728
hsM	93	93	0.02653314
hsM	93	93	0.00007418
hsM	93	93	0.00004946
hsM	94	94	0.0043274
hsM	94	94	0.00002473
hsM	95	95	0.00573689
hsM	95	95	0.00012364
hsM	96	96	0.00022255
hsM	97	97	0.00056874
hsM	97	97	0.00009891
hsM	97	97	0.00007418
hsM	98	98	0.00002473
hsM	99	99	0
hsM	100	100	0.00034619
hsM	101	101	0.0001731
hsM	102	102	0.00019782
hsM	103	103	0.00373393
hsM	103	103	0.00002473
hsM	104	104	0.00009891
hsM	105	105	0
hsM	106	106	0.00133531
hsM	106	106	0.00009891
hsM	106	106	0.00007418
hsM	106	106	0.00004946
hsM	107	107	0.00009891
hsM	108	108	0.00022255
hsM	109	109	0.00002473
hsM	110	110	0
hsM	111	111	0.00022255
hsM	111	111	0.00009891
hsM	112	112	0
hsM	113	113	0.00027201
hsM	114	114	0.00511869
hsM	114	114	0.00069238
hsM	114	114	0.00051929
hsM	114	114	0.00002473
hsM	115	115	0.00012364
hsM	116	116	0
hsM	117	117	0
hsM	118	118	0.00002473
hsM	119	119	0.0016815
hsM	120	120	0
hsM	121	121	0.00009891
hsM	121	121	0.00002473
hsM	122	122	0
hsM	123	123	0
hsM	124	124	0
hsM	125	125	0.00195351
hsM	125	125	0.0001731
hsM	126	126	0.00002473
hsM	127	127	0.00225025
hsM	128	128	0.00076657
hsM	129	129	0
hsM	130	130	0
hsM	131	131	0.00393175
hsM	132	132	0.00002473
